symbol,timestamp,open,high,low,close,volume,trade_count,vwap
POAI,2024-03-07 05:00:00+00:00,2.87,2.97,2.8,2.86,22345.0,309.0,2.854615
PTWOW,2024-03-07 05:00:00+00:00,0.038,0.0391,0.034,0.039,1472.0,6.0,0.038578
LFLYW,2024-03-07 05:00:00+00:00,0.0253,0.0253,0.0253,0.0253,245.0,8.0,0.027077
NYAX,2024-03-07 05:00:00+00:00,28.445,28.445,28.445,28.445,1048.0,25.0,27.350132
PLBY,2024-03-07 05:00:00+00:00,0.899,0.93,0.82,0.834,553225.0,1437.0,0.856548
QNCX,2024-03-07 05:00:00+00:00,1.2,1.25,1.14,1.16,40440.0,249.0,1.188716
RAPT,2024-03-07 05:00:00+00:00,9.2,9.62,9.02,9.28,1125007.0,11593.0,9.34484
LEXXW,2024-03-07 05:00:00+00:00,1.2361,1.5,1.1,1.44,40012.0,114.0,1.237755
MBOT,2024-03-07 05:00:00+00:00,1.33,1.33,1.24,1.28,121214.0,727.0,1.263756
NVAX,2024-03-07 05:00:00+00:00,5.67,5.83,5.56,5.61,5918183.0,27659.0,5.667732
PRFT,2024-03-07 05:00:00+00:00,63.56,65.03,63.255,64.3,96087.0,2909.0,64.259666
MLGO,2024-03-07 05:00:00+00:00,0.6059,0.648,0.5602,0.5819,3326928.0,6382.0,0.60003
MOBX,2024-03-07 05:00:00+00:00,1.92,2.0,1.54,1.74,302858.0,1228.0,1.672108
NSYS,2024-03-07 05:00:00+00:00,10.78,11.23,10.74,10.925,1846.0,44.0,10.921982
PWP,2024-03-07 05:00:00+00:00,13.39,13.45,12.75,13.44,619060.0,7654.0,13.35785
RNA,2024-03-07 05:00:00+00:00,20.06,20.73,19.24,20.02,1965159.0,19475.0,19.937094
LFCR,2024-03-07 05:00:00+00:00,7.71,7.91,7.69,7.87,52448.0,1321.0,7.830424
MOBBW,2024-03-07 05:00:00+00:00,0.235,0.235,0.235,0.235,410.0,5.0,0.235971
OXSQ,2024-03-07 05:00:00+00:00,3.13,3.16,3.12,3.12,136481.0,1153.0,3.138887
PHAT,2024-03-07 05:00:00+00:00,10.49,10.56,8.57,9.09,1335566.0,10119.0,9.193829
POOL,2024-03-07 05:00:00+00:00,407.68,415.5,404.97,414.15,367034.0,11575.0,411.252218
PRST,2024-03-07 05:00:00+00:00,0.301,0.3098,0.28,0.285,1312234.0,2260.0,0.289066
LIFE,2024-03-07 05:00:00+00:00,1.72,1.73,1.64,1.66,1282082.0,3620.0,1.67623
OCEAW,2024-03-07 05:00:00+00:00,0.35,0.62,0.35,0.5,278659.0,487.0,0.524153
ONVO,2024-03-07 05:00:00+00:00,1.01,1.02,0.99,1.01,32249.0,482.0,1.009129
OSIS,2024-03-07 05:00:00+00:00,133.06,133.57,132.09,132.26,91689.0,3150.0,132.272603
PXDT,2024-03-07 05:00:00+00:00,2.66,2.73,2.6,2.6,12877.0,232.0,2.62657
MOR,2024-03-07 05:00:00+00:00,17.76,17.89,17.76,17.85,315585.0,3442.0,17.83311
NBN,2024-03-07 05:00:00+00:00,53.55,54.54,52.81,53.61,27729.0,950.0,53.581409
NEO,2024-03-07 05:00:00+00:00,15.9,16.25,15.68,15.96,558134.0,7524.0,15.934115
PAYS,2024-03-07 05:00:00+00:00,2.92,3.08,2.91,3.05,162621.0,1145.0,3.000604
PBBK,2024-03-07 05:00:00+00:00,13.5553,13.5553,13.3,13.32,697.0,16.0,13.403359
PSTV,2024-03-07 05:00:00+00:00,1.88,1.95,1.63,1.73,177175.0,430.0,1.72721
REBN,2024-03-07 05:00:00+00:00,1.37,1.42,1.285,1.34,58831.0,576.0,1.338029
MCHX,2024-03-07 05:00:00+00:00,1.4,1.4,1.33,1.38,219786.0,340.0,1.390442
MMSI,2024-03-07 05:00:00+00:00,75.25,76.27,75.11,75.37,365606.0,5956.0,75.473232
MRAM,2024-03-07 05:00:00+00:00,8.34,8.5,8.19,8.3,94005.0,1637.0,8.343224
NTRS,2024-03-07 05:00:00+00:00,81.23,82.32,81.01,81.92,2113678.0,35057.0,81.727866
OBLG,2024-03-07 05:00:00+00:00,0.165,0.1689,0.1601,0.1622,128552.0,280.0,0.16258
PLMJW,2024-03-07 05:00:00+00:00,0.241,0.241,0.22,0.22,5000.0,3.0,0.2242
PLPC,2024-03-07 05:00:00+00:00,136.86,141.193,133.86,133.9,37499.0,1266.0,138.069204
QDRO,2024-03-07 05:00:00+00:00,10.95,10.95,10.95,10.95,108.0,4.0,10.954537
RLYB,2024-03-07 05:00:00+00:00,1.89,1.945,1.77,1.86,80838.0,692.0,1.843507
LVO,2024-03-07 05:00:00+00:00,1.93,2.03,1.83,1.93,532268.0,2980.0,1.936642
MRTN,2024-03-07 05:00:00+00:00,18.56,18.83,18.4921,18.76,337014.0,6070.0,18.732859
NUTX,2024-03-07 05:00:00+00:00,0.1073,0.11,0.105,0.1063,2003295.0,2862.0,0.106271
OESX,2024-03-07 05:00:00+00:00,0.9501,0.9572,0.89,0.89,110299.0,292.0,0.915813
NCPL,2024-03-07 05:00:00+00:00,0.1464,0.1464,0.1357,0.1428,655965.0,1171.0,0.140787
NTWK,2024-03-07 05:00:00+00:00,2.79,2.88,2.7801,2.79,4005.0,38.0,2.795977
PFMT,2024-03-07 05:00:00+00:00,3.03,3.14,3.02,3.13,420722.0,931.0,3.087049
QRTEA,2024-03-07 05:00:00+00:00,1.23,1.28,1.2,1.26,2414415.0,9724.0,1.25254
RCEL,2024-03-07 05:00:00+00:00,16.74,17.1,16.52,17.01,209144.0,3969.0,16.818541
RGEN,2024-03-07 05:00:00+00:00,196.3,199.8,196.01,198.46,282393.0,8824.0,198.269639
LUNRW,2024-03-07 05:00:00+00:00,1.21,1.3,1.1,1.3,230795.0,638.0,1.203388
MEOH,2024-03-07 05:00:00+00:00,42.37,43.01,42.12,42.45,295931.0,4367.0,42.508747
MHLD,2024-03-07 05:00:00+00:00,1.39,1.44,1.28,1.41,392576.0,2028.0,1.371815
OCFC,2024-03-07 05:00:00+00:00,15.72,15.82,15.39,15.56,326614.0,4578.0,15.528367
PBPB,2024-03-07 05:00:00+00:00,13.52,13.59,13.31,13.5,428068.0,5046.0,13.436413
PT,2024-03-07 05:00:00+00:00,1.2,1.2,1.16,1.16,132742.0,145.0,1.18505
LIXTW,2024-03-07 05:00:00+00:00,0.0733,0.0733,0.0733,0.0733,300.0,2.0,0.0733
NHTC,2024-03-07 05:00:00+00:00,6.14,6.22,6.12,6.16,10482.0,170.0,6.179359
ORMP,2024-03-07 05:00:00+00:00,2.8,3.005,2.8,2.86,148116.0,1092.0,2.885211
PBMWW,2024-03-07 05:00:00+00:00,0.03,0.0585,0.03,0.04,50722.0,123.0,0.043761
PUYI,2024-03-07 05:00:00+00:00,8.2,9.0,8.125,9.0,4754.0,74.0,8.638182
NEWTZ,2024-03-07 05:00:00+00:00,24.05,24.1,24.05,24.08,3694.0,71.0,24.08132
PRSTW,2024-03-07 05:00:00+00:00,0.0301,0.0301,0.0284,0.0284,14326.0,23.0,0.028942
PUCKW,2024-03-07 05:00:00+00:00,0.01,0.01,0.01,0.01,400.0,1.0,0.01
MBRX,2024-03-07 05:00:00+00:00,0.67,0.6774,0.634,0.67,83362.0,271.0,0.663641
METCB,2024-03-07 05:00:00+00:00,12.16,12.2,11.75,12.12,23005.0,358.0,12.0049
MNPR,2024-03-07 05:00:00+00:00,0.9231,0.9799,0.9,0.9136,297889.0,937.0,0.923214
PNFP,2024-03-07 05:00:00+00:00,85.7,86.68,84.59,84.75,248251.0,7007.0,84.952472
PTVE,2024-03-07 05:00:00+00:00,13.13,13.32,13.13,13.28,272675.0,4795.0,13.259995
LGIH,2024-03-07 05:00:00+00:00,113.25,115.48,113.005,113.75,186449.0,5117.0,114.453779
METCL,2024-03-07 05:00:00+00:00,25.73,25.78,25.68,25.75,4997.0,35.0,25.716994
NRSN,2024-03-07 05:00:00+00:00,2.08,2.1043,1.99,2.01,139835.0,560.0,2.04003
PLRX,2024-03-07 05:00:00+00:00,15.8,16.0,15.54,15.64,257845.0,4088.0,15.742478
LOGI,2024-03-07 05:00:00+00:00,89.02,89.96,88.73,89.53,350958.0,7105.0,89.495922
NVTS,2024-03-07 05:00:00+00:00,5.32,5.5,5.27,5.38,4215473.0,24525.0,5.385941
OCEA,2024-03-07 05:00:00+00:00,3.9,5.75,3.76,5.27,13055149.0,63326.0,5.213357
PHUN,2024-03-07 05:00:00+00:00,10.55,12.08,10.311,10.89,4899704.0,46343.0,11.046818
RPRX,2024-03-07 05:00:00+00:00,29.74,30.28,29.42,30.04,1885779.0,20803.0,30.000489
PPBT,2024-03-07 05:00:00+00:00,0.8375,0.888,0.7814,0.8658,138535.0,490.0,0.834498
PSNL,2024-03-07 05:00:00+00:00,1.74,1.78,1.57,1.68,582347.0,3301.0,1.678189
NAAS,2024-03-07 05:00:00+00:00,1.3,1.37,1.3,1.33,578542.0,1879.0,1.334319
OAKUR,2024-03-07 05:00:00+00:00,0.17,0.2183,0.1601,0.1904,9035.0,62.0,0.194298
PRTA,2024-03-07 05:00:00+00:00,29.62,29.74,29.09,29.3,390079.0,6898.0,29.318011
REGCP,2024-03-07 05:00:00+00:00,24.31,24.31,24.25,24.25,1383.0,23.0,24.29538
MKTW,2024-03-07 05:00:00+00:00,1.84,2.0,1.82,1.98,180723.0,858.0,1.92503
MNTX,2024-03-07 05:00:00+00:00,6.9,6.9899,6.43,6.47,91136.0,1082.0,6.68349
PI,2024-03-07 05:00:00+00:00,114.58,116.51,113.71,115.11,383078.0,7144.0,115.139477
PRME,2024-03-07 05:00:00+00:00,8.42,8.54,8.04,8.14,431495.0,6312.0,8.15721
RFIL,2024-03-07 05:00:00+00:00,3.25,3.2509,3.18,3.2,3400.0,53.0,3.233365
LFUS,2024-03-07 05:00:00+00:00,239.05,244.14,238.19,241.1,470108.0,8558.0,241.123149
LSEAW,2024-03-07 05:00:00+00:00,0.3267,0.36,0.325,0.3417,18643.0,51.0,0.334951
MERC,2024-03-07 05:00:00+00:00,10.12,10.21,9.9,9.93,119252.0,2669.0,9.983185
MFICL,2024-03-07 05:00:00+00:00,25.28,25.35,25.27,25.34,12257.0,46.0,25.321528
MOBXW,2024-03-07 05:00:00+00:00,0.246,0.246,0.2459,0.2459,745.0,8.0,0.245942
MRAI,2024-03-07 05:00:00+00:00,1.96,1.99,1.56,1.65,850752.0,4241.0,1.787251
OKTA,2024-03-07 05:00:00+00:00,109.83,112.451,108.635,111.49,3300415.0,47559.0,111.158407
PBYI,2024-03-07 05:00:00+00:00,5.55,5.79,5.42,5.75,670026.0,7815.0,5.619079
PROF,2024-03-07 05:00:00+00:00,9.0971,9.1999,9.01,9.02,42888.0,446.0,9.115362
RCMT,2024-03-07 05:00:00+00:00,27.68,28.15,27.45,27.51,51035.0,1369.0,27.682945
LYT,2024-03-07 05:00:00+00:00,9.516,18.6216,8.05,8.7,74989687.0,587819.0,12.507313
MAPSW,2024-03-07 05:00:00+00:00,0.0424,0.0584,0.042,0.0497,146955.0,34.0,0.050001
MARPS,2024-03-07 05:00:00+00:00,4.1001,4.1001,4.01,4.02,7912.0,138.0,4.028611
MBTCR,2024-03-07 05:00:00+00:00,0.16,0.16,0.1528,0.1585,7004.0,73.0,0.156094
MRBK,2024-03-07 05:00:00+00:00,10.16,10.24,9.91,10.15,4757.0,101.0,10.076073
LI,2024-03-07 05:00:00+00:00,36.75,37.0289,35.865,36.47,8012228.0,71117.0,36.338328
MSBIP,2024-03-07 05:00:00+00:00,24.89,24.9,24.89,24.9,500.0,7.0,24.91586
NCTY,2024-03-07 05:00:00+00:00,5.36,5.72,5.28,5.43,56784.0,1304.0,5.439839
PAYX,2024-03-07 05:00:00+00:00,121.53,122.06,120.125,121.13,2026910.0,32016.0,121.012449
PCRX,2024-03-07 05:00:00+00:00,30.4,31.47,30.25,30.64,626719.0,10715.0,30.874239
POLA,2024-03-07 05:00:00+00:00,0.42,0.42,0.38,0.3848,119223.0,329.0,0.392342
PLBC,2024-03-07 05:00:00+00:00,34.63,34.65,33.97,34.65,2904.0,112.0,34.566352
LQDT,2024-03-07 05:00:00+00:00,17.75,18.25,17.75,18.0,131022.0,2808.0,17.988962
NICE,2024-03-07 05:00:00+00:00,237.97,239.52,235.7,238.97,215827.0,7965.0,238.403419
LMAT,2024-03-07 05:00:00+00:00,68.44,69.175,67.77,68.64,93620.0,3139.0,68.512727
MLKN,2024-03-07 05:00:00+00:00,29.48,30.18,29.37,29.57,879109.0,12936.0,29.787686
PTIX,2024-03-07 05:00:00+00:00,1.04,1.105,1.0101,1.034,3196.0,47.0,1.036143
PEPG,2024-03-07 05:00:00+00:00,15.2,15.275,11.71,14.18,240578.0,3690.0,13.268174
PHVS,2024-03-07 05:00:00+00:00,25.6,27.0,25.38,26.37,38123.0,985.0,26.154334
MNSBP,2024-03-07 05:00:00+00:00,23.75,23.75,23.75,23.75,221.0,4.0,23.751131
OTLK,2024-03-07 05:00:00+00:00,0.4117,0.42,0.39,0.4113,1175449.0,2680.0,0.401491
MDRRP,2024-03-07 05:00:00+00:00,24.19,24.19,24.0999,24.0999,1213.0,8.0,24.12244
NBTX,2024-03-07 05:00:00+00:00,6.54,6.7,6.54,6.7,3882.0,131.0,6.590081
NFE,2024-03-07 05:00:00+00:00,33.35,34.4,33.35,33.62,1285373.0,16414.0,33.858031
ORGN,2024-03-07 05:00:00+00:00,0.5458,0.5525,0.52,0.5519,1403997.0,3820.0,0.539229
PRAA,2024-03-07 05:00:00+00:00,25.08,25.43,24.815,25.31,148469.0,2910.0,25.236158
PTON,2024-03-07 05:00:00+00:00,4.43,4.58,4.24,4.52,14939776.0,47271.0,4.445068
QRTEB,2024-03-07 05:00:00+00:00,5.19,5.19,5.19,5.19,737.0,113.0,5.186312
LGND,2024-03-07 05:00:00+00:00,72.96,74.97,72.47,72.47,140180.0,4538.0,73.325236
MGIH,2024-03-07 05:00:00+00:00,1.89,1.9,1.77,1.77,43403.0,315.0,1.820513
NSTS,2024-03-07 05:00:00+00:00,9.49,9.49,9.47,9.47,4762.0,59.0,9.488801
PETVW,2024-03-07 05:00:00+00:00,0.1599,0.1599,0.1499,0.15,2500.0,4.0,0.15035
LNKB,2024-03-07 05:00:00+00:00,7.08,7.2,6.76,6.85,51531.0,1393.0,6.935201
MURA,2024-03-07 05:00:00+00:00,5.39,5.54,5.29,5.46,208603.0,2431.0,5.438094
NVCR,2024-03-07 05:00:00+00:00,16.75,17.4,16.65,17.29,894232.0,10189.0,17.1239
PARA,2024-03-07 05:00:00+00:00,10.53,10.99,10.52,10.8,15225752.0,67699.0,10.79992
PGY,2024-03-07 05:00:00+00:00,1.42,1.52,1.335,1.5,18374385.0,24683.0,1.418958
RKLB,2024-03-07 05:00:00+00:00,4.34,4.44,4.29,4.43,4735358.0,24188.0,4.388764
NERV,2024-03-07 05:00:00+00:00,2.56,2.628,2.5,2.56,66871.0,495.0,2.58371
PARAA,2024-03-07 05:00:00+00:00,19.78,20.76,19.78,20.48,37438.0,605.0,20.385585
RGS,2024-03-07 05:00:00+00:00,8.9,9.39,8.72,8.77,8785.0,192.0,9.005855
MTTR,2024-03-07 05:00:00+00:00,1.96,1.98,1.93,1.97,1431927.0,6421.0,1.962579
NTRSO,2024-03-07 05:00:00+00:00,23.8417,23.89,23.1443,23.75,27212.0,474.0,23.644784
LGCB,2024-03-07 05:00:00+00:00,1.9,2.01,1.89,2.0,16467.0,109.0,1.965493
MOGO,2024-03-07 05:00:00+00:00,2.2,2.24,2.1,2.2,135712.0,889.0,2.187549
NRIX,2024-03-07 05:00:00+00:00,15.76,16.11,14.3,14.5,1198911.0,14300.0,14.850364
OVLY,2024-03-07 05:00:00+00:00,23.765,24.46,23.6401,24.14,11256.0,230.0,24.064749
PCSA,2024-03-07 05:00:00+00:00,2.3,2.4499,2.22,2.31,142310.0,836.0,2.35978
RPD,2024-03-07 05:00:00+00:00,54.5,55.26,53.95,54.59,780794.0,13253.0,54.694971
MAXN,2024-03-07 05:00:00+00:00,4.09,4.2,3.99,4.0,1181951.0,9043.0,4.042955
MOFG,2024-03-07 05:00:00+00:00,22.4,22.9,21.98,22.12,22574.0,609.0,22.226557
PFBC,2024-03-07 05:00:00+00:00,74.88,75.335,74.18,74.42,55641.0,2585.0,74.50481
NCNO,2024-03-07 05:00:00+00:00,28.52,28.93,28.41,28.84,360379.0,8273.0,28.777449
OCSL,2024-03-07 05:00:00+00:00,19.7,19.78,19.64,19.73,554677.0,5752.0,19.706723
OMIC,2024-03-07 05:00:00+00:00,0.5163,0.557,0.513,0.5149,74228.0,224.0,0.526807
PFIS,2024-03-07 05:00:00+00:00,40.14,41.25,40.14,40.68,5776.0,273.0,40.831519
RAIL,2024-03-07 05:00:00+00:00,3.0,3.16,3.0,3.08,42792.0,443.0,3.104787
RBCAA,2024-03-07 05:00:00+00:00,49.9,49.9,48.78,49.24,8036.0,381.0,49.194618
RMCF,2024-03-07 05:00:00+00:00,4.1,4.1648,3.9102,4.0,12342.0,130.0,3.967209
MITK,2024-03-07 05:00:00+00:00,11.42,11.56,11.39,11.44,226052.0,2757.0,11.457984
NNAGU,2024-03-07 05:00:00+00:00,10.5,10.5,10.5,10.5,4109.0,24.0,10.499961
PXS,2024-03-07 05:00:00+00:00,4.29,4.42,4.2895,4.39,24488.0,192.0,4.334862
MBINO,2024-03-07 05:00:00+00:00,24.816,24.82,24.7,24.72,8489.0,84.0,24.740079
MELI,2024-03-07 05:00:00+00:00,1541.43,1543.0,1510.0,1529.94,346285.0,18971.0,1527.953395
MRNA,2024-03-07 05:00:00+00:00,99.1,99.92,96.515,99.48,3144445.0,45898.0,98.896807
NBBK,2024-03-07 05:00:00+00:00,14.05,14.2,13.87,13.91,368902.0,3694.0,14.027442
OMH,2024-03-07 05:00:00+00:00,1.01,1.08,0.9,0.95,4521665.0,15006.0,1.025046
PWUPW,2024-03-07 05:00:00+00:00,0.03,0.03,0.03,0.03,47189.0,12.0,0.03
MSBI,2024-03-07 05:00:00+00:00,24.68,24.75,24.375,24.44,31896.0,886.0,24.470596
MTLS,2024-03-07 05:00:00+00:00,5.14,5.27,5.14,5.2,45338.0,702.0,5.195351
NTNX,2024-03-07 05:00:00+00:00,65.0,65.6397,63.74,65.25,6297638.0,38703.0,65.042818
OPCH,2024-03-07 05:00:00+00:00,32.62,33.07,32.36,32.94,963850.0,12742.0,32.819616
OSA,2024-03-07 05:00:00+00:00,0.6,0.63,0.5677,0.61,21932.0,105.0,0.601524
PRE,2024-03-07 05:00:00+00:00,4.93,5.08,4.9,5.05,166069.0,547.0,5.013321
RANI,2024-03-07 05:00:00+00:00,3.72,3.74,3.5101,3.67,136231.0,793.0,3.657244
LGO,2024-03-07 05:00:00+00:00,1.8,1.875,1.78,1.82,27441.0,225.0,1.808949
RENB,2024-03-07 05:00:00+00:00,2.69,3.17,2.62,2.99,415059.0,4159.0,2.934732
LPSN,2024-03-07 05:00:00+00:00,1.16,1.24,1.09,1.095,5641212.0,20451.0,1.156476
LVLU,2024-03-07 05:00:00+00:00,1.95,1.965,1.79,1.88,30657.0,198.0,1.863462
MFIC,2024-03-07 05:00:00+00:00,14.74,14.85,14.7199,14.82,232430.0,2909.0,14.799209
PAX,2024-03-07 05:00:00+00:00,15.04,15.04,14.78,14.86,326942.0,4352.0,14.895189
LGHL,2024-03-07 05:00:00+00:00,0.9799,0.99,0.92,0.941,93500.0,334.0,0.948438
MTSI,2024-03-07 05:00:00+00:00,95.06,98.94,94.45,98.51,517740.0,10835.0,98.109076
NCMI,2024-03-07 05:00:00+00:00,4.16,4.3,4.1194,4.29,244114.0,2941.0,4.227552
OFLX,2024-03-07 05:00:00+00:00,69.19,70.55,68.84,68.84,2771.0,176.0,69.14579
POWW,2024-03-07 05:00:00+00:00,2.38,2.43,2.38,2.41,417935.0,1794.0,2.404774
MBUU,2024-03-07 05:00:00+00:00,41.8,42.71,41.67,41.76,190240.0,4133.0,42.054371
MXCT,2024-03-07 05:00:00+00:00,4.0,4.05,3.97,4.02,919706.0,8603.0,4.007658
MYRG,2024-03-07 05:00:00+00:00,162.98,164.715,160.95,161.46,110298.0,3485.0,162.048196
NMIH,2024-03-07 05:00:00+00:00,29.81,30.03,29.28,29.3,335220.0,5632.0,29.461344
NXT,2024-03-07 05:00:00+00:00,58.85,59.85,58.28,59.28,2085944.0,32000.0,59.323831
PPTA,2024-03-07 05:00:00+00:00,3.86,3.89,3.68,3.79,213964.0,1064.0,3.786361
PRENW,2024-03-07 05:00:00+00:00,0.0073,0.0073,0.0073,0.0073,328.0,8.0,0.00736
RILYN,2024-03-07 05:00:00+00:00,17.7,18.01,17.5,17.6899,37290.0,580.0,17.804552
LE,2024-03-07 05:00:00+00:00,9.48,9.48,9.08,9.29,26723.0,594.0,9.281105
MCAF,2024-03-07 05:00:00+00:00,12.98,13.0,12.09,12.09,3104.0,21.0,12.662667
MTCH,2024-03-07 05:00:00+00:00,33.8,34.45,33.62,34.11,6855640.0,59076.0,34.146087
MVIS,2024-03-07 05:00:00+00:00,2.24,2.39,2.18,2.38,2492277.0,9534.0,2.322948
OSUR,2024-03-07 05:00:00+00:00,7.01,7.29,6.98,7.29,968140.0,8016.0,7.234495
PARAP,2024-03-07 05:00:00+00:00,14.0,14.31,13.81,14.13,129822.0,1166.0,14.098197
PPC,2024-03-07 05:00:00+00:00,32.07,32.45,31.77,32.39,855214.0,13162.0,32.240274
REGCO,2024-03-07 05:00:00+00:00,24.39,24.39,23.78,23.78,3218.0,46.0,24.177327
RUN,2024-03-07 05:00:00+00:00,12.4,12.58,12.12,12.33,9423827.0,52056.0,12.279313
LIPO,2024-03-07 05:00:00+00:00,0.7,0.7,0.64,0.685,106319.0,418.0,0.665191
OBT,2024-03-07 05:00:00+00:00,47.89,47.89,46.0339,46.2,4579.0,308.0,46.619435
POWL,2024-03-07 05:00:00+00:00,162.0,165.3,153.41,154.27,621262.0,16464.0,155.82783
MXL,2024-03-07 05:00:00+00:00,20.62,21.19,20.54,21.12,543631.0,9968.0,21.035058
NAMS,2024-03-07 05:00:00+00:00,22.19,22.19,20.29,20.92,131275.0,2645.0,20.9871
PNTG,2024-03-07 05:00:00+00:00,18.91,19.14,18.385,18.54,186767.0,3571.0,18.577686
RILYZ,2024-03-07 05:00:00+00:00,14.1,14.2499,13.72,13.85,104248.0,664.0,14.008551
USCB,2024-03-07 05:00:00+00:00,11.3463,11.3463,11.14,11.28,5963.0,84.0,11.248658
VLY,2024-03-07 05:00:00+00:00,8.26,8.5,8.14,8.23,7336416.0,35491.0,8.255919
VRM,2024-03-07 05:00:00+00:00,11.98,13.29,11.8,12.74,81004.0,1530.0,12.672848
SHPH,2024-03-07 05:00:00+00:00,0.4245,0.4284,0.38,0.41,53023.0,220.0,0.397473
UFPT,2024-03-07 05:00:00+00:00,210.36,211.3225,205.5,206.48,56396.0,2272.0,207.15607
RZLT,2024-03-07 05:00:00+00:00,1.86,1.97,1.8,1.81,163816.0,1084.0,1.87203
VALN,2024-03-07 05:00:00+00:00,7.0,7.0,6.82,6.82,18100.0,242.0,6.912462
SWVL,2024-03-07 05:00:00+00:00,5.4,7.92,5.11,7.4,356224.0,3080.0,6.714301
TTOO,2024-03-07 05:00:00+00:00,4.77,5.1,4.77,4.88,50806.0,919.0,4.920387
VERX,2024-03-07 05:00:00+00:00,29.95,30.36,29.47,29.85,671361.0,10301.0,29.88922
VJET,2024-03-07 05:00:00+00:00,1.03,1.05,1.0,1.0,20374.0,144.0,1.027248
SMXT,2024-03-07 05:00:00+00:00,7.53,7.75,6.9708,7.29,94487.0,1629.0,7.311515
SPOK,2024-03-07 05:00:00+00:00,17.45,17.685,17.14,17.39,157180.0,2132.0,17.372229
VIR,2024-03-07 05:00:00+00:00,11.08,11.325,10.98,11.26,761643.0,8734.0,11.218122
ZNTL,2024-03-07 05:00:00+00:00,14.66,15.14,14.36,14.85,1463454.0,13061.0,14.790028
STRS,2024-03-07 05:00:00+00:00,22.3,22.5,22.0,22.49,7597.0,155.0,22.324398
TKNO,2024-03-07 05:00:00+00:00,2.89,2.985,2.85,2.85,9770.0,281.0,2.88107
SAVAW,2024-03-07 05:00:00+00:00,4.1,4.2,3.838,3.91,164354.0,1128.0,3.95547
VSSYW,2024-03-07 05:00:00+00:00,0.0415,0.0478,0.041,0.041,3597.0,12.0,0.04422
SCPH,2024-03-07 05:00:00+00:00,5.92,6.16,5.66,5.67,255005.0,2299.0,5.72331
SRDX,2024-03-07 05:00:00+00:00,30.22,30.72,29.88,30.15,31776.0,1266.0,30.30253
ZYXI,2024-03-07 05:00:00+00:00,12.69,12.92,12.665,12.68,112693.0,2149.0,12.770821
SLRX,2024-03-07 05:00:00+00:00,0.67,0.7374,0.66,0.67,9475.0,85.0,0.68309
SNOA,2024-03-07 05:00:00+00:00,0.151,0.154,0.144,0.1539,92180.0,444.0,0.150328
SOGP,2024-03-07 05:00:00+00:00,3.41,3.9,3.4,3.765,119347.0,726.0,3.672029
SPGC,2024-03-07 05:00:00+00:00,0.6013,0.645,0.582,0.625,22171.0,91.0,0.608821
SWSSW,2024-03-07 05:00:00+00:00,0.0351,0.0394,0.0161,0.0161,16096.0,64.0,0.03254
USEA,2024-03-07 05:00:00+00:00,2.67,2.77,2.6601,2.74,73527.0,595.0,2.708048
YS,2024-03-07 05:00:00+00:00,0.6294,0.6294,0.55,0.6099,227232.0,783.0,0.603872
SATS,2024-03-07 05:00:00+00:00,13.54,13.95,13.4,13.92,1233280.0,13503.0,13.76
SLAM,2024-03-07 05:00:00+00:00,10.94,10.94,10.94,10.94,79470.0,33.0,10.930036
TROO,2024-03-07 05:00:00+00:00,1.71,1.7161,1.54,1.7,5824.0,96.0,1.673476
SGLY,2024-03-07 05:00:00+00:00,2.42,2.69,2.42,2.66,19800.0,350.0,2.545933
SMX,2024-03-07 05:00:00+00:00,0.2,0.2035,0.1867,0.1925,1239667.0,1906.0,0.193192
SMTC,2024-03-07 05:00:00+00:00,23.58,24.04,23.16,23.71,1062969.0,15664.0,23.583192
VTVT,2024-03-07 05:00:00+00:00,14.42,15.87,14.4,14.86,13330.0,389.0,15.000979
SRZN,2024-03-07 05:00:00+00:00,13.01,13.55,13.01,13.4999,5306.0,128.0,13.20659
SURGW,2024-03-07 05:00:00+00:00,2.56,2.57,2.01,2.14,45836.0,181.0,2.203031
SHCRW,2024-03-07 05:00:00+00:00,0.0285,0.029,0.0188,0.0191,18896.0,45.0,0.021
SINT,2024-03-07 05:00:00+00:00,0.134,0.1344,0.1277,0.1323,1173294.0,1491.0,0.129526
TLIS,2024-03-07 05:00:00+00:00,7.9,8.13,7.9,8.1,2242.0,59.0,8.069902
VINO,2024-03-07 05:00:00+00:00,0.51,0.55,0.501,0.501,28039.0,139.0,0.512774
SECO,2024-03-07 05:00:00+00:00,0.44,0.47,0.4361,0.45,154792.0,340.0,0.456108
TECTP,2024-03-07 05:00:00+00:00,10.06,10.12,10.06,10.12,1389.0,11.0,10.091905
TCTM,2024-03-07 05:00:00+00:00,1.75,1.89,1.6722,1.89,24485.0,134.0,1.78809
WSBCP,2024-03-07 05:00:00+00:00,23.81,23.85,23.75,23.8,43293.0,201.0,23.800687
SNAL,2024-03-07 05:00:00+00:00,1.0572,1.07,1.03,1.06,15094.0,140.0,1.057427
SNBR,2024-03-07 05:00:00+00:00,16.68,16.93,16.22,16.92,390366.0,7122.0,16.673391
SWBI,2024-03-07 05:00:00+00:00,13.23,13.49,13.1601,13.44,470197.0,7480.0,13.405617
TNONW,2024-03-07 05:00:00+00:00,0.0498,0.0498,0.0498,0.0498,213.0,6.0,0.049691
TROW,2024-03-07 05:00:00+00:00,117.62,118.31,116.82,116.89,882604.0,19143.0,117.279939
